COL.,DATA TYPE  ,,,,,,,,,,,,,,,
1,Date Time (AST),,,,,,,,,,,,,,,
2,0-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
3,5-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
4,10-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
5,15-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
6,20-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
7,40-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
8,60-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
9,80-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
10,100-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
11,120-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
12,135-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
13,150-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
,"NOTE:,6999 DENOTES MISSING DATA OR INVALID DATA",,,,,,,,,,,,,,,
,",7777 DENOTES UNCOLLECTED DATA ",,,,,,,,,,,,,,,
ID,Year,Month,Day,Hour,Depth.0.cm,Depth.5.cm,Depth.10.cm,Depth.15.cm,Depth.20.cm,Depth.40.cm,Depth.60.cm,Depth.80.cm,Depth.100.cm,Depth.120.cm,Depth.135.cm,Depth.150.cm
163,2011,1,7,18,-4.046,-2.789,-3.239,-2.845,-2.455,-1.853,-0.323,-0.272,7777,-0.581,-0.633,-1.052
164,2011,1,7,19,-4.046,-2.789,-3.296,-2.901,-2.455,-1.853,-0.374,-0.272,7777,-0.581,-0.633,-1.052
165,2011,1,7,20,-4.046,-2.789,-3.296,-2.901,-2.51,-1.853,-0.374,-0.272,7777,-0.581,-0.633,-1.052
166,2011,1,7,21,-4.085,-2.826,-3.334,-2.882,-2.492,-1.889,-0.357,-0.306,7777,-0.564,-0.616,-1.034
167,2011,1,7,22,-4.133,-2.816,-3.324,-2.872,-2.482,-1.88,-0.348,-0.297,7777,-0.555,-0.607,-1.025
168,2011,1,7,23,-4.163,-2.844,-3.353,-2.901,-2.51,-1.853,-0.374,-0.271,7777,-0.581,-0.633,-1.052
169,2011,1,8,0,-4.163,-2.901,-3.353,-2.901,-2.51,-1.907,-0.374,-0.271,7777,-0.581,-0.685,-1.052
170,2011,1,8,1,-4.109,-2.849,-3.301,-2.905,-2.515,-1.858,-0.379,-0.276,7777,-0.586,-0.638,-1.004
171,2011,1,8,2,-4.196,-2.876,-3.385,-2.932,-2.486,-1.884,-0.405,-0.302,7777,-0.56,-0.663,-1.03
172,2011,1,8,3,-4.202,-2.882,-3.334,-2.938,-2.493,-1.89,-0.411,-0.308,7777,-0.566,-0.67,-1.036
173,2011,1,8,4,-4.2,-2.881,-3.333,-2.937,-2.491,-1.835,-0.41,-0.307,7777,-0.565,-0.669,-1.035
174,2011,1,8,5,-4.251,-2.93,-3.383,-2.93,-2.54,-1.883,-0.405,-0.302,7777,-0.612,-0.664,-1.03
175,2011,1,8,6,-4.244,-2.924,-3.376,-2.924,-2.534,-1.877,-0.4,-0.297,7777,-0.555,-0.658,-1.024
176,2011,1,8,7,-4.243,-2.923,-3.376,-2.923,-2.533,-1.877,-0.399,-0.297,7777,-0.554,-0.658,-1.076
177,2011,1,8,8,-4.269,-2.948,-3.401,-2.948,-2.558,-1.901,-0.423,-0.32,7777,-0.578,-0.629,-1.047
178,2011,1,8,9,-4.236,-2.917,-3.369,-2.973,-2.528,-1.872,-0.395,-0.293,7777,-0.602,-0.654,-1.072
179,2011,1,8,10,-4.255,-2.935,-3.387,-2.991,-2.545,-1.889,-0.412,-0.31,7777,-0.619,-0.619,-1.036
180,2011,1,8,11,-4.221,-2.959,-3.412,-2.959,-2.569,-1.859,-0.435,-0.281,7777,-0.59,-0.642,-1.059
181,2011,1,8,12,-4.221,-2.959,-3.412,-2.959,-2.569,-1.859,-0.435,-0.332,7777,-0.59,-0.642,-1.059
182,2011,1,8,13,-4.206,-2.945,-3.397,-2.945,-2.555,-1.899,-0.474,-0.319,7777,-0.577,-0.68,-1.046
183,2011,1,8,14,-4.104,-2.903,-3.412,-2.959,-2.569,-1.859,-0.435,-0.281,7777,-0.59,-0.642,-1.007
184,2011,1,8,15,-4.111,-2.91,-3.361,-2.966,-2.52,-1.865,-0.44,-0.286,7777,-0.595,-0.647,-1.065
185,2011,1,8,16,-4.085,-2.884,-3.335,-2.94,-2.55,-1.893,-0.415,-0.312,7777,-0.57,-0.622,-1.04
186,2011,1,8,17,-4.115,-2.857,-3.422,-2.969,-2.578,-1.92,-0.441,-0.286,7777,-0.596,-0.648,-1.066
187,2011,1,8,18,-4.075,-2.874,-3.382,-2.986,-2.54,-1.883,-0.456,-0.302,7777,-0.611,-0.663,-1.029
188,2011,1,8,19,-4.016,-2.818,-3.382,-2.93,-2.54,-1.883,-0.457,-0.303,7777,-0.56,-0.664,-1.03
189,2011,1,8,20,-4.043,-2.844,-3.352,-2.956,-2.566,-1.909,-0.43,-0.327,7777,-0.585,-0.637,-1.055
190,2011,1,8,21,-4.03,-2.831,-3.339,-2.943,-2.553,-1.896,-0.47,-0.315,7777,-0.625,-0.677,-1.043
191,2011,1,8,22,-3.976,-2.78,-3.343,-2.948,-2.557,-1.9,-0.474,-0.319,7777,-0.577,-0.629,-1.047
192,2011,1,8,23,-3.944,-2.749,-3.312,-2.917,-2.527,-1.871,-0.446,-0.291,7777,-0.601,-0.653,-1.018
193,2011,1,9,0,-3.978,-2.837,-3.345,-2.949,-2.559,-1.957,-0.476,-0.373,7777,-0.631,-0.683,-1.102
194,2011,1,9,1,-3.931,-2.737,-3.299,-2.905,-2.516,-1.914,-0.488,-0.334,7777,-0.591,-0.643,-1.061
195,2011,1,9,2,-3.941,-2.747,-3.31,-2.915,-2.526,-1.924,-0.498,-0.343,7777,-0.601,-0.653,-1.071
196,2011,1,9,3,-3.922,-2.729,-3.291,-2.897,-2.508,-1.907,-0.481,-0.327,7777,-0.585,-0.636,-1.054
197,2011,1,9,4,-3.894,-2.758,-3.264,-2.87,-2.536,-1.935,-0.508,-0.354,7777,-0.612,-0.664,-1.029
198,2011,1,9,5,-3.857,-2.723,-3.284,-2.89,-2.501,-1.955,-0.476,-0.373,7777,-0.631,-0.683,-1.101
199,2011,1,9,6,-3.793,-2.717,-3.222,-2.885,-2.496,-1.896,-0.523,-0.318,7777,-0.575,-0.678,-1.044
200,2011,1,9,7,-3.792,-2.661,-3.221,-2.883,-2.495,-1.894,-0.522,-0.316,7777,-0.574,-0.625,-1.043
201,2011,1,9,8,-3.792,-2.661,-3.277,-2.883,-2.495,-1.949,-0.522,-0.368,7777,-0.625,-0.677,-1.095
202,2011,1,9,9,-3.792,-2.661,-3.277,-2.883,-2.55,-1.949,-0.522,-0.368,7777,-0.625,-0.677,-1.043
203,2011,1,9,10,-3.702,-2.63,-3.246,-2.852,-2.519,-1.918,-0.494,-0.391,7777,-0.597,-0.649,-1.066
204,2011,1,9,11,-3.702,-2.63,-3.189,-2.852,-2.464,-1.918,-0.545,-0.391,7777,-0.597,-0.649,-1.066
205,2011,1,9,12,-3.588,-2.575,-3.19,-2.853,-2.465,-1.919,-0.495,-0.392,7777,-0.598,-0.65,-1.067
206,2011,1,9,13,-3.53,-2.519,-3.189,-2.852,-2.464,-1.919,-0.545,-0.391,7777,-0.597,-0.649,-1.066
207,2011,1,9,14,-3.53,-2.519,-3.133,-2.796,-2.464,-1.918,-0.545,-0.391,7777,-0.597,-0.649,-1.066
208,2011,1,9,15,-3.448,-2.495,-3.108,-2.772,-2.44,-1.894,-0.522,-0.368,7777,-0.625,-0.625,-1.042
209,2011,1,9,16,-3.398,-2.446,-3.058,-2.723,-2.391,-1.9,-0.527,-0.373,7777,-0.579,-0.631,-1.048
210,2011,1,9,17,-3.379,-2.428,-3.096,-2.76,-2.428,-1.882,-0.561,-0.355,7777,-0.613,-0.665,-1.083
211,2011,1,9,18,-3.355,-2.404,-3.072,-2.736,-2.404,-1.913,-0.59,-0.383,7777,-0.642,-0.694,-1.112
212,2011,1,9,19,-3.265,-2.372,-3.039,-2.704,-2.372,-1.882,-0.561,-0.406,7777,-0.613,-0.665,-1.082
213,2011,1,9,20,-3.234,-2.342,-3.009,-2.674,-2.342,-1.906,-0.533,-0.378,7777,-0.636,-0.688,-1.054
214,2011,1,9,21,-3.24,-2.347,-3.014,-2.734,-2.402,-1.911,-0.588,-0.382,7777,-0.64,-0.692,-1.11
215,2011,1,9,22,-3.241,-2.349,-3.016,-2.68,-2.404,-1.913,-0.59,-0.435,7777,-0.642,-0.694,-1.112
216,2011,1,9,23,-3.234,-2.288,-2.953,-2.674,-2.343,-1.907,-0.585,-0.378,7777,-0.636,-0.688,-1.054
217,2011,1,10,0,-3.204,-2.259,-2.923,-2.644,-2.314,-1.878,-0.557,-0.403,7777,-0.609,-0.661,-1.079
218,2011,1,10,1,-3.194,-2.248,-2.912,-2.634,-2.303,-1.868,-0.599,-0.393,7777,-0.599,-0.703,-1.069
219,2011,1,10,2,-3.171,-2.281,-2.946,-2.612,-2.281,-1.901,-0.579,-0.424,7777,-0.631,-0.683,-1.101
220,2011,1,10,3,-3.171,-2.227,-2.89,-2.612,-2.281,-1.901,-0.579,-0.424,7777,-0.631,-0.683,-1.101
221,2011,1,10,4,-3.171,-2.227,-2.89,-2.612,-2.281,-1.847,-0.579,-0.424,7777,-0.631,-0.683,-1.101
222,2011,1,10,5,-3.171,-2.227,-2.89,-2.612,-2.281,-1.901,-0.631,-0.424,7777,-0.631,-0.683,-1.101
223,2011,1,10,6,-3.113,-2.225,-2.888,-2.61,-2.28,-1.899,-0.629,-0.474,7777,-0.681,-0.681,-1.099
224,2011,1,10,7,-3.086,-2.145,-2.862,-2.584,-2.254,-1.873,-0.605,-0.45,7777,-0.657,-0.709,-1.074
225,2011,1,10,8,-3.042,-2.157,-2.818,-2.541,-2.266,-1.885,-0.616,-0.461,7777,-0.668,-0.668,-1.086
226,2011,1,10,9,-3.058,-2.117,-2.834,-2.501,-2.227,-1.846,-0.579,-0.424,7777,-0.631,-0.683,-1.101
227,2011,1,10,10,-3.002,-2.117,-2.778,-2.501,-2.172,-1.846,-0.579,-0.424,7777,-0.631,-0.683,-1.101
228,2011,1,10,11,-3.002,-2.063,-2.778,-2.501,-2.172,-1.846,-0.631,-0.476,7777,-0.631,-0.683,-1.101
229,2011,1,10,12,-2.946,-2.063,-2.778,-2.501,-2.172,-1.846,-0.631,-0.476,7777,-0.631,-0.683,-1.101
230,2011,1,10,13,-2.946,-2.063,-2.723,-2.446,-2.172,-1.846,-0.631,-0.424,7777,-0.631,-0.683,-1.048
231,2011,1,10,14,-2.89,-2.063,-2.723,-2.446,-2.172,-1.846,-0.631,-0.476,7777,-0.631,-0.683,-1.048
232,2011,1,10,15,-2.866,-1.985,-2.699,-2.422,-2.148,-1.823,-0.608,-0.453,7777,-0.608,-0.712,-1.078
233,2011,1,10,16,-2.897,-2.015,-2.674,-2.452,-2.124,-1.799,-0.636,-0.481,7777,-0.636,-0.688,-1.106
234,2011,1,10,17,-2.841,-1.961,-2.674,-2.397,-2.124,-1.799,-0.636,-0.43,7777,-0.636,-0.688,-1.054
235,2011,1,10,18,-2.845,-1.964,-2.678,-2.401,-2.127,-1.856,-0.639,-0.484,7777,-0.691,-0.691,-1.109
236,2011,1,10,19,-2.792,-1.913,-2.625,-2.349,-2.075,-1.805,-0.642,-0.435,7777,-0.642,-0.694,-1.059
237,2011,1,10,20,-2.767,-1.889,-2.656,-2.324,-2.106,-1.781,-0.618,-0.463,7777,-0.618,-0.67,-1.088
238,2011,1,10,21,-2.798,-1.919,-2.631,-2.355,-2.082,-1.811,-0.647,-0.44,7777,-0.647,-0.647,-1.065
239,2011,1,10,22,-2.798,-1.919,-2.631,-2.355,-2.082,-1.811,-0.647,-0.492,7777,-0.647,-0.699,-1.065
240,2011,1,10,23,-2.788,-1.909,-2.621,-2.345,-2.072,-1.801,-0.638,-0.482,7777,-0.638,-0.689,-1.055
241,2011,1,11,0,-2.851,-1.916,-2.629,-2.352,-2.079,-1.808,-0.696,-0.489,7777,-0.696,-0.696,-1.115
242,2011,1,11,1,-2.767,-1.888,-2.6,-2.324,-1.996,-1.78,-0.669,-0.513,7777,-0.617,-0.721,-1.087
243,2011,1,11,2,-2.816,-1.882,-2.594,-2.263,-2.044,-1.774,-0.663,-0.455,7777,-0.663,-0.663,-1.081
244,2011,1,11,3,-2.843,-1.908,-2.565,-2.289,-2.016,-1.745,-0.687,-0.532,7777,-0.687,-0.687,-1.106
245,2011,1,11,4,-2.863,-1.927,-2.585,-2.309,-2.036,-1.765,-0.654,-0.499,7777,-0.654,-0.706,-1.125
246,2011,1,11,5,-2.861,-1.925,-2.582,-2.307,-2.034,-1.763,-0.705,-0.497,7777,-0.653,-0.705,-1.123
247,2011,1,11,6,-2.861,-1.925,-2.582,-2.307,-1.979,-1.763,-0.653,-0.497,7777,-0.653,-0.705,-1.123
248,2011,1,11,7,-2.973,-1.979,-2.582,-2.307,-1.979,-1.763,-0.705,-0.549,7777,-0.705,-0.757,-1.123
249,2011,1,11,8,-2.973,-1.979,-2.582,-2.307,-1.979,-1.763,-0.704,-0.497,7777,-0.704,-0.704,-1.123
250,2011,1,11,9,-2.973,-1.979,-2.582,-2.307,-1.979,-1.763,-0.704,-0.497,7777,-0.704,-0.704,-1.123
251,2011,1,11,10,-2.969,-1.975,-2.578,-2.247,-1.975,-1.705,-0.7,-0.544,7777,-0.648,-0.7,-1.066
252,2011,1,11,11,-2.984,-1.989,-2.593,-2.317,-1.989,-1.719,-0.714,-0.558,7777,-0.662,-0.714,-1.133
253,2011,1,11,12,-3.042,-1.991,-2.595,-2.319,-1.991,-1.721,-0.715,-0.56,7777,-0.663,-0.715,-1.135
254,2011,1,11,13,-3.042,-1.991,-2.595,-2.319,-1.991,-1.721,-0.715,-0.56,7777,-0.663,-0.715,-1.135
255,2011,1,11,14,-3.023,-2.026,-2.576,-2.3,-1.972,-1.702,-0.697,-0.541,7777,-0.645,-0.697,-1.116
256,2011,1,11,15,-3.106,-1.998,-2.602,-2.271,-1.943,-1.727,-0.669,-0.565,7777,-0.669,-0.669,-1.088
257,2011,1,11,16,-3.106,-1.998,-2.602,-2.271,-1.943,-1.727,-0.669,-0.513,7777,-0.669,-0.669,-1.088
258,2011,1,11,17,-3.169,-2.058,-2.664,-2.332,-2.004,-1.733,-0.726,-0.57,7777,-0.726,-0.726,-1.146
259,2011,1,11,18,-3.174,-2.009,-2.613,-2.282,-2.009,-1.684,-0.679,-0.523,7777,-0.679,-0.731,-1.098
260,2011,1,11,19,-3.232,-2.064,-2.615,-2.283,-2.01,-1.739,-0.68,-0.576,7777,-0.68,-0.732,-1.099
261,2011,1,11,20,-3.239,-2.07,-2.621,-2.289,-1.962,-1.691,-0.686,-0.582,7777,-0.686,-0.686,-1.105
262,2011,1,11,21,-3.349,-2.122,-2.673,-2.341,-2.013,-1.688,-0.734,-0.578,7777,-0.682,-0.734,-1.101
263,2011,1,11,22,-3.359,-2.131,-2.682,-2.35,-2.022,-1.697,-0.69,-0.535,7777,-0.638,-0.69,-1.057
264,2011,1,11,23,-3.387,-2.157,-2.71,-2.377,-2.048,-1.723,-0.715,-0.559,7777,-0.663,-0.715,-1.082
265,2011,1,12,0,-3.444,-2.212,-2.71,-2.377,-2.048,-1.723,-0.716,-0.56,7777,-0.664,-0.716,-1.083
266,2011,1,12,1,-3.51,-2.275,-2.774,-2.385,-2.056,-1.73,-0.723,-0.567,7777,-0.671,-0.723,-1.09
267,2011,1,12,2,-3.532,-2.296,-2.795,-2.406,-2.077,-1.751,-0.691,-0.587,7777,-0.691,-0.691,-1.11
268,2011,1,12,3,-3.589,-2.296,-2.795,-2.406,-2.077,-1.697,-0.691,-0.587,7777,-0.691,-0.691,-1.11
269,2011,1,12,4,-3.647,-2.351,-2.851,-2.406,-2.077,-1.697,-0.691,-0.587,7777,-0.691,-0.691,-1.11
270,2011,1,12,5,-3.705,-2.406,-2.851,-2.461,-2.077,-1.751,-0.691,-0.587,7777,-0.691,-0.691,-1.11
271,2011,1,12,6,-3.762,-2.406,-2.851,-2.461,-2.077,-1.751,-0.691,-0.587,7777,-0.691,-0.691,-1.11
272,2011,1,12,7,-3.762,-2.406,-2.907,-2.461,-2.077,-1.751,-0.691,-0.587,7777,-0.691,-0.691,-1.11
273,2011,1,12,8,-3.847,-2.486,-2.933,-2.542,-2.156,-1.722,-0.714,-0.61,7777,-0.714,-0.714,-1.134
274,2011,1,12,9,-3.931,-2.567,-2.958,-2.567,-2.181,-1.746,-0.737,-0.633,7777,-0.737,-0.737,-1.158
275,2011,1,12,10,-3.95,-2.53,-2.977,-2.53,-2.144,-1.764,-0.703,-0.599,7777,-0.703,-0.703,-1.123
276,2011,1,12,11,-3.995,-2.572,-3.02,-2.572,-2.186,-1.751,-0.743,-0.587,7777,-0.691,-0.691,-1.11
277,2011,1,12,12,-4.029,-2.66,-3.053,-2.605,-2.218,-1.783,-0.773,-0.617,7777,-0.721,-0.721,-1.141
278,2011,1,12,13,-4.058,-2.633,-3.081,-2.633,-2.191,-1.756,-0.747,-0.591,7777,-0.695,-0.695,-1.115
279,2011,1,12,14,-4.143,-2.657,-3.106,-2.657,-2.215,-1.779,-0.77,-0.614,7777,-0.718,-0.718,-1.138
280,2011,1,12,15,-4.164,-2.733,-3.126,-2.677,-2.289,-1.798,-0.788,-0.684,7777,-0.736,-0.736,-1.156
281,2011,1,12,16,-4.229,-2.739,-3.19,-2.684,-2.296,-1.805,-0.795,-0.639,7777,-0.691,-0.743,-1.11
282,2011,1,12,17,-4.266,-2.774,-3.168,-2.718,-2.275,-1.785,-0.775,-0.671,7777,-0.723,-0.723,-1.143
283,2011,1,12,18,-4.318,-2.824,-3.218,-2.768,-2.324,-1.833,-0.77,-0.665,7777,-0.717,-0.77,-1.137
284,2011,1,12,19,-4.312,-2.818,-3.213,-2.762,-2.319,-1.828,-0.765,-0.661,7777,-0.713,-0.765,-1.133
285,2011,1,12,20,-4.347,-2.851,-3.246,-2.795,-2.35,-1.859,-0.795,-0.69,7777,-0.69,-0.742,-1.11
286,2011,1,12,21,-4.391,-2.893,-3.288,-2.837,-2.392,-1.845,-0.782,-0.677,7777,-0.677,-0.729,-1.097
287,2011,1,12,22,-4.406,-2.907,-3.303,-2.851,-2.406,-1.859,-0.795,-0.639,7777,-0.691,-0.743,-1.11
288,2011,1,12,23,-4.473,-2.97,-3.366,-2.857,-2.467,-1.865,-0.8,-0.696,7777,-0.748,-0.748,-1.168
289,2011,1,13,0,-4.473,-2.97,-3.367,-2.914,-2.468,-1.865,-0.801,-0.696,7777,-0.748,-0.748,-1.169
290,2011,1,13,1,-4.473,-3.027,-3.367,-2.914,-2.468,-1.865,-0.801,-0.644,7777,-0.748,-0.748,-1.116
291,2011,1,13,2,-4.533,-3.027,-3.367,-2.914,-2.468,-1.865,-0.801,-0.696,7777,-0.748,-0.748,-1.116
292,2011,1,13,3,-4.533,-3.027,-3.424,-2.914,-2.468,-1.92,-0.801,-0.696,7777,-0.748,-0.748,-1.169
293,2011,1,13,4,-4.592,-3.083,-3.482,-2.97,-2.523,-1.92,-0.801,-0.696,7777,-0.748,-0.748,-1.169
294,2011,1,13,5,-4.592,-3.083,-3.482,-2.97,-2.523,-1.92,-0.801,-0.696,7777,-0.748,-0.748,-1.116
295,2011,1,13,6,-4.652,-3.14,-3.539,-3.027,-2.579,-1.92,-0.853,-0.748,7777,-0.748,-0.748,-1.169
296,2011,1,13,7,-4.704,-3.19,-3.532,-3.02,-2.572,-1.968,-0.847,-0.691,7777,-0.743,-0.795,-1.163
297,2011,1,13,8,-4.704,-3.19,-3.532,-3.076,-2.628,-1.968,-0.847,-0.691,7777,-0.743,-0.795,-1.163
298,2011,1,13,9,-4.704,-3.19,-3.532,-3.076,-2.628,-1.968,-0.847,-0.691,7777,-0.743,-0.743,-1.163
299,2011,1,13,10,-4.769,-3.25,-3.594,-3.08,-2.632,-1.971,-0.85,-0.746,7777,-0.746,-0.746,-1.166
300,2011,1,13,11,-4.793,-3.273,-3.617,-3.103,-2.654,-1.993,-0.871,-0.714,7777,-0.766,-0.766,-1.134
301,2011,1,13,12,-4.832,-3.31,-3.654,-3.14,-2.69,-2.029,-0.853,-0.748,7777,-0.748,-0.748,-1.169
302,2011,1,13,13,-4.892,-3.367,-3.711,-3.139,-2.69,-2.028,-0.905,-0.748,7777,-0.748,-0.8,-1.169
303,2011,1,13,14,-4.892,-3.367,-3.712,-3.14,-2.69,-2.028,-0.853,-0.748,7777,-0.748,-0.748,-1.116
304,2011,1,13,15,-4.885,-3.36,-3.705,-3.189,-2.739,-2.021,-0.898,-0.741,7777,-0.741,-0.793,-1.162
305,2011,1,13,16,-4.96,-3.431,-3.777,-3.203,-2.752,-2.089,-0.911,-0.754,7777,-0.754,-0.806,-1.175
306,2011,1,13,17,-4.926,-3.399,-3.744,-3.228,-2.721,-2.059,-0.882,-0.725,7777,-0.777,-0.777,-1.145
307,2011,1,13,18,-4.996,-3.408,-3.753,-3.237,-2.786,-2.067,-0.89,-0.733,7777,-0.733,-0.785,-1.154
308,2011,1,13,19,-5.051,-3.459,-3.805,-3.288,-2.78,-2.062,-0.885,-0.728,7777,-0.78,-0.78,-1.148
309,2011,1,13,20,-5.067,-3.475,-3.821,-3.303,-2.795,-2.076,-0.899,-0.742,7777,-0.794,-0.794,-1.162
310,2011,1,13,21,-5.134,-3.539,-3.886,-3.367,-2.858,-2.138,-0.958,-0.748,7777,-0.748,-0.801,-1.169
311,2011,1,13,22,-5.139,-3.544,-3.832,-3.315,-2.863,-2.088,-0.91,-0.753,7777,-0.753,-0.753,-1.121
312,2011,1,13,23,-5.195,-3.596,-3.886,-3.367,-2.914,-2.138,-0.958,-0.748,7777,-0.801,-0.801,-1.169
313,2011,1,14,0,-5.166,-3.569,-3.916,-3.397,-2.887,-2.167,-0.933,-0.776,7777,-0.776,-0.776,-1.144
314,2011,1,14,1,-5.242,-3.641,-3.931,-3.411,-2.901,-2.18,-0.946,-0.789,7777,-0.789,-0.789,-1.157
315,2011,1,14,2,-5.256,-3.596,-3.944,-3.424,-2.914,-2.192,-0.958,-0.748,7777,-0.748,-0.801,-1.169
316,2011,1,14,3,-5.224,-3.624,-3.972,-3.451,-2.941,-2.163,-0.93,-0.773,7777,-0.773,-0.773,-1.194
317,2011,1,14,4,-5.291,-3.686,-3.977,-3.456,-2.945,-2.168,-0.987,-0.777,7777,-0.777,-0.777,-1.198
318,2011,1,14,5,-5.258,-3.656,-4.004,-3.483,-2.972,-2.194,-0.96,-0.75,7777,-0.75,-0.802,-1.171
319,2011,1,14,6,-5.318,-3.712,-4.061,-3.482,-3.027,-2.247,-0.958,-0.801,7777,-0.748,-0.801,-1.169
320,2011,1,14,7,-5.287,-3.741,-4.032,-3.51,-3.055,-2.22,-0.984,-0.774,7777,-0.774,-0.774,-1.195
321,2011,1,14,8,-5.317,-3.769,-4.118,-3.538,-3.082,-2.246,-1.009,-0.799,7777,-0.799,-0.799,-1.167
322,2011,1,14,9,-5.381,-3.771,-4.121,-3.54,-3.084,-2.248,-1.011,-0.801,7777,-0.801,-0.801,-1.17
323,2011,1,14,10,-5.387,-3.777,-4.127,-3.546,-3.09,-2.254,-1.016,-0.806,7777,-0.806,-0.806,-1.175
324,2011,1,14,11,-5.387,-3.835,-4.127,-3.604,-3.09,-2.309,-1.016,-0.806,7777,-0.806,-0.806,-1.175
325,2011,1,14,12,-5.448,-3.893,-4.185,-3.661,-3.146,-2.309,-1.016,-0.806,7777,-0.806,-0.806,-1.175
326,2011,1,14,13,-5.448,-3.893,-4.185,-3.661,-3.146,-2.309,-1.016,-0.806,7777,-0.806,-0.806,-1.175
327,2011,1,14,14,-5.504,-3.888,-4.18,-3.656,-3.142,-2.304,-1.012,-0.855,7777,-0.802,-0.802,-1.171
328,2011,1,14,15,-5.502,-3.944,-4.237,-3.712,-3.196,-2.357,-1.063,-0.853,7777,-0.853,-0.853,-1.169
329,2011,1,14,16,-5.515,-3.899,-4.25,-3.667,-3.209,-2.37,-1.023,-0.813,7777,-0.813,-0.813,-1.182
330,2011,1,14,17,-5.564,-3.944,-4.296,-3.712,-3.196,-2.357,-1.063,-0.853,7777,-0.801,-0.853,-1.169
331,2011,1,14,18,-5.572,-3.952,-4.245,-3.72,-3.204,-2.365,-1.018,-0.86,7777,-0.755,-0.808,-1.176
332,2011,1,14,19,-5.598,-3.977,-4.27,-3.744,-3.228,-2.388,-1.04,-0.829,7777,-0.777,-0.777,-1.198
333,2011,1,14,20,-5.569,-4.007,-4.301,-3.774,-3.257,-2.416,-1.066,-0.856,7777,-0.804,-0.804,-1.225
334,2011,1,14,21,-5.661,-4.036,-4.33,-3.803,-3.286,-2.389,-1.093,-0.882,7777,-0.778,-0.83,-1.199
335,2011,1,14,22,-5.625,-4.061,-4.355,-3.828,-3.31,-2.468,-1.116,-0.905,7777,-0.853,-0.853,-1.222
336,2011,1,14,23,-5.679,-4.054,-4.348,-3.763,-3.303,-2.462,-1.111,-0.848,7777,-0.795,-0.795,-1.164
337,2011,1,15,0,-5.687,-4.06,-4.414,-3.827,-3.367,-2.467,-1.116,-0.905,7777,-0.853,-0.853,-1.222
338,2011,1,15,1,-5.66,-4.094,-4.448,-3.861,-3.343,-2.5,-1.095,-0.884,7777,-0.832,-0.832,-1.201
339,2011,1,15,2,-5.725,-4.098,-4.451,-3.923,-3.404,-2.505,-1.1,-0.889,7777,-0.837,-0.837,-1.205
340,2011,1,15,3,-5.716,-4.148,-4.443,-3.915,-3.397,-2.498,-1.146,-0.936,7777,-0.831,-0.831,-1.199
341,2011,1,15,4,-5.711,-4.144,-4.498,-3.911,-3.449,-2.549,-1.142,-0.932,7777,-0.827,-0.827,-1.248
342,2011,1,15,5,-5.708,-4.141,-4.435,-3.908,-3.389,-2.491,-1.14,-0.878,7777,-0.825,-0.825,-1.193
343,2011,1,15,6,-5.708,-4.141,-4.435,-3.908,-3.389,-2.546,-1.14,-0.93,7777,-0.825,-0.825,-1.193
344,2011,1,15,7,-5.646,-4.141,-4.495,-3.966,-3.447,-2.546,-1.14,-0.878,7777,-0.825,-0.878,-1.193
345,2011,1,15,8,-5.646,-4.141,-4.495,-3.966,-3.447,-2.546,-1.193,-0.93,7777,-0.825,-0.878,-1.193
346,2011,1,15,9,-5.646,-4.141,-4.495,-3.966,-3.504,-2.602,-1.193,-0.93,7777,-0.878,-0.878,-1.193
347,2011,1,15,10,-5.584,-4.082,-4.495,-3.966,-3.504,-2.602,-1.193,-0.93,7777,-0.878,-0.878,-1.193
348,2011,1,15,11,-5.538,-4.097,-4.45,-3.98,-3.461,-2.616,-1.206,-0.943,7777,-0.838,-0.838,-1.206
349,2011,1,15,12,-5.53,-4.031,-4.502,-3.973,-3.51,-2.608,-1.199,-0.935,7777,-0.83,-0.83,-1.199
350,2011,1,15,13,-5.469,-4.031,-4.502,-3.973,-3.511,-2.608,-1.199,-0.936,7777,-0.831,-0.831,-1.199
351,2011,1,15,14,-5.469,-4.031,-4.502,-4.031,-3.511,-2.664,-1.252,-0.988,7777,-0.883,-0.883,-1.252
352,2011,1,15,15,-5.392,-4.016,-4.428,-3.958,-3.496,-2.649,-1.185,-0.974,7777,-0.869,-0.869,-1.185
353,2011,1,15,16,-5.362,-3.987,-4.399,-3.929,-3.467,-2.621,-1.21,-0.947,7777,-0.842,-0.842,-1.21
354,2011,1,15,17,-5.371,-3.995,-4.466,-3.937,-3.475,-2.628,-1.216,-0.952,7777,-0.847,-0.847,-1.216
